Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
LAX 	 0.006270439008410624
ORD 	 0.006254627620526724
DEN 	 0.006014271914813745
LHR 	 0.005126131745386143
CDG 	 0.004950856178348413
PEK 	 0.004888706966343569
FRA 	 0.004830707717744423
SIN 	 0.004728277829111717
ATL 	 0.004715023590895361
JFK 	 0.004465655899113393
AMS 	 0.0044316954420450146
DFW 	 0.004159188277982508
SYD 	 0.004050790032552904
ICN 	 0.0040150356584898765
YYZ 	 0.003964034558857075
DXB 	 0.003941711578666017
DME 	 0.003878945462878417
BCN 	 0.003861535334117252
PVG 	 0.0038567279614768347
HKG 	 0.003648688208403584
IST 	 0.0036309358181644317
FCO 	 0.0034403528413765277
MUC 	 0.003366672587846254
LGW 	 0.003366221467253222
BKK 	 0.0033223551291066944
MIA 	 0.0032701592166021623
MAD 	 0.0032248115946592218
SFO 	 0.0032164630644099987
VIE 	 0.0031546279292049405
NRT 	 0.0031200636777404004
KUL 	 0.003075489726810977
IAH 	 0.003071456746394091
MEX 	 0.0030559582227540198
SEA 	 0.003029509321819807
CLT 	 0.0030051528373817348
DEL 	 0.0029880575080819503
CAN 	 0.002964649602745653
BNE 	 0.002938128833388403
LED 	 0.0029218358785850686
BOG 	 0.002921245841942684
MSP 	 0.002903849683213291
MAN 	 0.002869928163760737
LAS 	 0.0028644524982988314
DUS 	 0.002817799846069872
PMI 	 0.002802018959810716
MNL 	 0.002783467285114171
BRU 	 0.0027650152160896995
EWR 	 0.0027442202965255453
GRU 	 0.0027042252267615524
CTU 	 0.0026687248932315503
KMG 	 0.0025864613421722514
BOM 	 0.0025724062058919465
TPE 	 0.0025622821282103897
MCO 	 0.0025500444928900695
ZRH 	 0.0025467457039706765
CPH 	 0.0025365778299767
DTW 	 0.002521606488312337
AUH 	 0.002517509407995743
IAD 	 0.002473228877214125
PHL 	 0.002471681469530695
YVR 	 0.002470152801721761
PHX 	 0.0024549437797010023
CGK 	 0.0024529012522116742
JNB 	 0.002410313031217216
MEL 	 0.0023725715096982966
BOS 	 0.002365101423300232
SVO 	 0.0023346770140185644
XIY 	 0.002333553102051681
AEP 	 0.0023006691362232935
YUL 	 0.0022983463626152314
FLL 	 0.0022411276963733152
OSL 	 0.0022285474976600707
ANC 	 0.002213397745678401
AKL 	 0.002205206778516046
ORY 	 0.002188554551182242
MXP 	 0.0021609194409107526
ARN 	 0.0021514200533053356
CKG 	 0.0021284532294365594
HND 	 0.002109985337046368
LIM 	 0.00208580765620536
LIS 	 0.0020400798583887487
HGH 	 0.002031928308893373
JED 	 0.0019594064045197384
HEL 	 0.001955012920056532
BET 	 0.0019496159272383944
SZX 	 0.0019488513942463933
DUB 	 0.0019335561956353136
TXL 	 0.0019261660027078524
ATH 	 0.001863245602348498
BSB 	 0.0018624196834119103
NBO 	 0.0018166220310466316
HNL 	 0.0018080695780377269
CAI 	 0.001801064833083697
XMN 	 0.0017759482378822532
SHA 	 0.0017735968560118895
AGP 	 0.001769379405671216
DOH 	 0.0017406761653157316
RUH 	 0.0017121251660975774
SLC 	 0.0016785497831964486
CUN 	 0.0016653355902999918
ADD 	 0.00163961895690764
PDX 	 0.0016338186266945823
URC 	 0.0016329599218922357
BWI 	 0.0016308826189022324
CSX 	 0.0016251405329998606
TAO 	 0.001619460755620241
PER 	 0.0016083672341004375
THR 	 0.0016022979537685825
LGA 	 0.0016009681615119643
MDW 	 0.0015959970948496499
WUH 	 0.0015902209339825127
STN 	 0.0015884046862479839
GVA 	 0.0015755245878368456
KIX 	 0.0015738623100911245
NKG 	 0.0015506696361474862
PRG 	 0.0015471513764538961
YYC 	 0.0015451793545968174
GIG 	 0.0015362952199829965
IBZ 	 0.00153310368976716
POM 	 0.0015245121908707188
TPA 	 0.0014999724171264862
DCA 	 0.0014943634245889164
BHX 	 0.0014914482370968294
ALC 	 0.0014867217627259268
SCL 	 0.0014720766800562063
STL 	 0.001472033625540671
VCE 	 0.001462387657277749
PPT 	 0.0014620193010697114
SAW 	 0.001461411979346087
STR 	 0.0014343860836144226
NCE 	 0.001420238448127465
HAM 	 0.0014128957930415315
LPA 	 0.001377014506849128
PTY 	 0.0013704635348856997
HIR 	 0.0013557009205423898
LYS 	 0.0013550502696522842
CCS 	 0.0013467025228921584
WAW 	 0.001341804853779271
SAN 	 0.0013400294026845855
FAI 	 0.0013226781960584651
EDI 	 0.0013203548104568925
CGO 	 0.0013086248045307658
CCU 	 0.001303055945186701
HER 	 0.0013006793283777685
MRS 	 0.001283424940233045
TLV 	 0.0012811985213500836
SGN 	 0.0012649750308638512
VCP 	 0.001263782784803592
DPS 	 0.0012492016846660677
AYT 	 0.001247904146014617
DLC 	 0.0012450894094942176
CMN 	 0.0012282374597036194
GLA 	 0.0012245927742434294
CGN 	 0.0012159127578259632
SHE 	 0.0011919210681458593
AMM 	 0.0011859618914798408
MAA 	 0.001179875529824675
TFS 	 0.0011792744981124665
JNU 	 0.0011782067699749033
DMK 	 0.0011658326609128924
RHO 	 0.0011636209070042835
CNS 	 0.0011631445235839898
SJO 	 0.001162883288022225
SSA 	 0.0011550917013966064
YEG 	 0.0011481500228538997
KWI 	 0.001146588973141458
BLR 	 0.00114423954147877
OTP 	 0.001129910007900894
ALG 	 0.0011223417971406877
YXL 	 0.0011185879706892682
TNA 	 0.0011173997415624066
HRB 	 0.0011148500384766096
KBP 	 0.0011114438739877927
EZE 	 0.0011064809699889283
VLI 	 0.0011048191028251361
MHD 	 0.0010968877527220153
SJU 	 0.00109109431530494
TSN 	 0.0010900348949148498
VKO 	 0.0010871674203859687
KWE 	 0.0010810754066319717
NAN 	 0.0010805812297560997
MCT 	 0.0010802121914109098
CNF 	 0.0010706288926554727
CLE 	 0.001069512669633875
RIX 	 0.0010664981218561416
BRS 	 0.0010637705499733118
