6507,58713
10780,217322
12746,249977
17718,439620
23330,747033
23330,747033
24339,801810
25092,836992
26002,891276
26719,922576
28346,1008265
31624,1124625
32705,1206919
33110,1229435
33120,1233069
33420,1278571
33618,1292876
38663,1680251
43664,1786974
44891,1887591
47368,2012701
47520,2040566
48800,2121762
49333,2162233
49463,2170751
50787,2337876
51062,2383796
53502,2740102
53633,2755905
54520,2849996
55521,2949510
55837,3020172
