6826,59256
11400,219149
13429,252045
18409,441830
24038,749476
24038,749476
25050,804379
25805,839686
27277,895462
28013,926922
30053,1014819
33590,1132845
34880,1215927
35300,1238635
35314,1242402
35622,1288113
35853,1302528
41532,1692310
46927,1803058
48717,1905452
51579,2032015
51775,2060085
53137,2141580
53699,2182249
53830,2190912
55516,2361334
55793,2407427
58404,2766625
58537,2782572
59623,2877442
60794,2977576
61112,3048380
